ts,arena-loadtest-api-1_cpu,arena-loadtest-api-1_mem_mib,arena-loadtest-worker-1_cpu,arena-loadtest-worker-1_mem_mib,arena-loadtest-db-1_cpu,arena-loadtest-db-1_mem_mib,arena-loadtest-stripe_stub-1_cpu,arena-loadtest-stripe_stub-1_mem_mib,arena-loadtest-traefik-1_cpu,arena-loadtest-traefik-1_mem_mib,conns,active,waiting_on_lock,longest_tx_s,deadlocks_total,outbox_backlog,jobs_pending,delivery_pending,dead_letters,expired_unreleased,db_mb
2026-09-22T18:20:22.764Z,0.00,32.3,0.21,12.7,5.76,286.4,5.60,10.2,0.11,135.3,23,1,0,0,0,0,4,0,0,0,55
2026-09-22T18:20:37.769Z,0.03,32.3,0.11,12.7,0.33,286.4,4.46,10.3,0.07,135.3,23,1,0,0,0,0,4,0,0,0,55
2026-09-22T18:20:52.773Z,0.00,32.3,0.13,12.7,0.20,286.4,4.96,10.3,0.00,135.3,23,1,0,0,0,0,4,0,0,0,55
2026-09-22T18:21:07.778Z,0.21,32.3,0.17,12.7,0.38,286.4,0.00,10.3,198.72,131.5,23,1,0,0,0,0,4,0,0,0,55
2026-09-22T18:21:22.780Z,0.61,73.1,0.00,12.7,0.12,286.5,0.00,10.4,11.83,250.5,23,21,20,13,0,0,6,2,0,0,55
2026-09-22T18:21:37.782Z,26.91,85.0,0.05,12.7,55.47,189.4,0.00,10.5,13.28,255.6,23,21,20,28,0,0,10,2,0,0,55
2026-09-22T18:21:52.784Z,5.66,88.4,0.08,12.7,28.97,122.1,0.00,10.5,15.25,255.3,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:22:07.786Z,12.91,96.5,0.19,12.6,22.27,123.6,0.00,10.6,14.56,255.1,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:22:22.788Z,4.50,98.7,0.27,12.6,28.35,122.2,0.00,10.6,1.62,255.9,23,20,19,4,0,0,4,0,0,0,55
2026-09-22T18:22:37.791Z,16.99,97.9,0.20,12.6,37.68,123.6,0.00,10.7,14.23,255.5,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:22:52.794Z,6.43,98.8,0.22,12.6,40.78,121.3,0.00,10.7,2.43,255.5,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:23:07.797Z,5.99,113.9,0.11,12.6,38.87,122.5,0.00,10.8,3.57,255.3,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:23:22.800Z,5.64,113.9,0.12,12.6,32.64,122.6,0.00,10.8,3.06,255.7,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:23:37.802Z,14.52,113.8,0.27,12.6,34.81,123.0,0.00,10.8,17.84,254.4,23,20,19,3,0,0,4,0,0,0,55
2026-09-22T18:23:52.807Z,21.99,108.8,0.12,12.6,55.06,124.8,0.00,10.9,2.57,255.9,23,20,19,3,0,0,4,0,0,0,56
2026-09-22T18:24:07.811Z,5.93,111.5,0.06,11.3,37.83,123.1,0.00,10.9,0.73,255.9,23,20,19,3,0,0,4,0,0,0,56
2026-09-22T18:24:22.813Z,11.19,111.4,0.12,11.3,49.10,126.3,0.00,11.0,0.70,255.6,23,20,19,3,0,0,4,0,0,0,56
2026-09-22T18:24:37.817Z,0.00,80.7,2.56,11.3,2.83,183.7,0.00,10.4,0.10,255.9,22,1,0,0,0,0,4,0,0,0,56
2026-09-22T18:24:52.820Z,0.00,80.7,0.16,11.3,0.14,183.7,0.00,10.4,0.12,256.0,22,1,0,0,0,0,4,0,0,0,56
2026-09-22T18:25:07.821Z,0.00,80.6,0.10,11.3,0.16,183.7,0.01,10.5,0.00,255.7,22,1,0,0,0,0,4,0,0,0,56
2026-09-22T18:25:22.822Z,0.00,80.6,0.11,11.3,5.60,183.7,5.37,10.5,0.06,255.7,22,1,0,0,0,0,4,0,0,0,56
2026-09-22T18:25:37.824Z,0.00,80.6,0.17,11.3,6.79,183.7,0.01,10.6,0.06,255.7,22,1,0,0,0,0,4,0,0,0,56
2026-09-22T18:25:52.828Z,0.00,80.6,0.07,11.3,6.50,183.7,5.16,10.6,0.12,255.8,22,1,0,0,0,0,4,0,0,0,56
2026-09-22T18:26:07.830Z,0.00,80.6,0.15,11.4,7.07,183.7,1.58,13.9,0.09,129.8,22,1,0,0,0,0,4,0,0,0,56
